ID,Site,Date,Start.angle,Transect.angle,Transect,Point,Family,Genus,Species,N,Author,DBH,Height,Notes.stem,Notes.other,UTM.begin.1,UTM.begin.2,UTM.end.1,UTM.end.2,Photos.site,Photos.plant,dis,hab,point
5014,Sabalillo,21/1/2016,140°,160°,SA2,2,Moraceae,Perebea,guianensis,Perebea guianensis,Aubl.,19,13,,,967,NA,968,NA,487,,P,U,SA2_2
5015,Sabalillo,21/1/2016,140°,160°,SA2,2,Myristicaceae,Virola,multinervia,Virola multinervia,Ducke,12.3,12,,,967,NA,968,NA,487,,P,U,SA2_2
5016,Sabalillo,21/1/2016,140°,160°,SA2,2,Burseraceae,Protium,sp. 3,Protium sp. 3,,2.6,4,,,967,NA,968,NA,487,,P,U,SA2_2
5017,Sabalillo,21/1/2016,140°,160°,SA2,2,Myristicaceae,Virola,elongata,Virola elongata,(Benth.) Warb.,8,11,,,967,NA,968,NA,487,,P,U,SA2_2
5018,Sabalillo,21/1/2016,140°,160°,SA2,2,Burseraceae,Protium,sp. 3,Protium sp. 3,,2.5,3,,,967,NA,968,NA,487,,P,U,SA2_2
5019,Sabalillo,21/1/2016,140°,160°,SA2,2,Burseraceae,Protium,sp. 3,Protium sp. 3,,32.4,25,,,967,NA,968,NA,487,,P,U,SA2_2
5020,Sabalillo,21/1/2016,140°,160°,SA2,2,Boraginaceae,Cordia,hebeclada,Cordia hebeclada,I.M. Johnst.,18,13,,,967,NA,968,NA,487,,P,U,SA2_2
5021,Sabalillo,21/1/2016,340°,190°,SA2,1,Myrtaceae,Myrcia,bracteata,Myrcia bracteata,(Rich.) DC.,4.9,5,,,968,NA,969,NA,488,,P,U,SA2_1
5022,Sabalillo,21/1/2016,340°,190°,SA2,1,Fabaceae,Inga,cylindrica,Inga cylindrica,(Vell.) Mart.,31,22,,,968,NA,969,NA,488,,P,U,SA2_1
5023,Sabalillo,21/1/2016,340°,190°,SA2,1,Fabaceae,Hymenolobium,excelsum,Hymenolobium excelsum,Ducke,6.9,7,,,968,NA,969,NA,488,,P,U,SA2_1
5024,Sabalillo,21/1/2016,340°,190°,SA2,1,Myrtaceae,Myrcia,bracteata,Myrcia bracteata,(Rich.) DC.,12,6,,,968,NA,969,NA,488,,P,U,SA2_1
5025,Sabalillo,21/1/2016,340°,190°,SA2,1,Sapotaceae,Pouteria,caimito,Pouteria caimito,(Ruiz & Pav.) Radlk.,2.8,4,,,968,NA,969,NA,488,,P,U,SA2_1
5026,Sabalillo,21/1/2016,340°,190°,SA2,1,Arecaceae,Oenocarpus,mapora,Oenocarpus mapora,H. Karst.,10.2,9,,,968,NA,969,NA,488,,P,U,SA2_1
5027,Sabalillo,21/1/2016,340°,190°,SA2,1,Elaeocarpaceae,Sloanea,brevipes,Sloanea brevipes,Benth.,18.8,15,,,968,NA,969,NA,488,,P,U,SA2_1
5028,Sabalillo,21/1/2016,340°,190°,SA2,1,Moraceae,Sorocea,hirtella,Sorocea hirtella, Mildbr.,2.5,5,,,968,NA,969,NA,488,,P,U,SA2_1
5029,Sabalillo,21/1/2016,340°,190°,SA2,1,Euphorbiaceae,Hevea,guianensis,Hevea guianensis,Aubl.,2.5,6,,,968,NA,969,NA,488,,P,U,SA2_1
5030,Sabalillo,21/1/2016,340°,190°,SA2,1,Annonaceae,Xylopia,sp. 3,Xylopia sp. 3,,5,9,,,968,NA,969,NA,488,,P,U,SA2_1
5031,Explornapo,29/1/2016,90°,140°,EN1,6,Burseraceae,Protium,apiculatum,Protium apiculatum,Swart,5.1,6,,,971,NA,972,NA,489,,P,U,EN1_6
5032,Explornapo,29/1/2016,90°,140°,EN1,6,Malvaceae,Apeiba,aspera,Apeiba aspera,Aubl.,24.7,14,,,971,NA,972,NA,489,,P,U,EN1_6
5033,Explornapo,29/1/2016,90°,140°,EN1,6,Annonaceae,Xylopia,micans,Xylopia micans, R.E. Fr.,3.8,5,,,971,NA,972,NA,489,,P,U,EN1_6
5034,Explornapo,29/1/2016,90°,140°,EN1,6,Bignoniaceae,Memora,cladotricha,Memora cladotricha,Sandwith,3.1,4,,,971,NA,972,NA,489,,P,U,EN1_6
5035,Explornapo,29/1/2016,90°,140°,EN1,6,Myristicaceae,Virola,multinervia,Virola multinervia,Ducke,21.7,15,,,971,NA,972,NA,489,,P,U,EN1_6
5036,Explornapo,29/1/2016,90°,140°,EN1,6,Fabaceae,Swartzia,benthamiana,Swartzia benthamiana, R.S. Cowan,3.2,5,,,971,NA,972,NA,489,,P,U,EN1_6
5037,Explornapo,29/1/2016,90°,140°,EN1,6,Urticaceae,Pourouma,minor,Pourouma minor,Benoist,11.5,12,,,971,NA,972,NA,489,,P,U,EN1_6
5038,Explornapo,29/1/2016,90°,140°,EN1,6,Caryocaraceae,Caryocar,glabrum,Caryocar glabrum,(Aubl.) Pers.,11,11,,,971,NA,972,NA,489,,P,U,EN1_6
5039,Explornapo,29/1/2016,90°,140°,EN1,6,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,5.4,5,,,971,NA,972,NA,489,,P,U,EN1_6
5040,Explornapo,29/1/2016,90°,140°,EN1,6,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,6,4,,,971,NA,972,NA,489,,P,U,EN1_6
5041,Explornapo,29/1/2016,90°,140°,EN1,6,Burseraceae,Protium,hebetatum,Protium hebetatum,Daly,8.6,8,,,971,NA,972,NA,489,,P,U,EN1_6
5042,Explornapo,29/1/2016,90°,140°,EN1,6,Sapotaceae,Chrysophyllum,amazonicum,Chrysophyllum amazonicum,T.D. Penn.,5.4,2,,,971,NA,972,NA,489,,P,U,EN1_6
5043,Explornapo,29/1/2016,90°,140°,EN1,6,Olacaceae,Heisteria,nitida,Heisteria nitida,Engl.,7,4,,,971,NA,972,NA,489,,P,U,EN1_6
5044,Explornapo,29/1/2016,90°,140°,EN1,6,Sapotaceae,Pouteria,guianensis,Pouteria guianensis,Aubl.,16.7,12,,,971,NA,972,NA,489,,P,U,EN1_6
5045,Explornapo,29/1/2016,90°,140°,EN1,6,Fabaceae,Inga,auristellae,Inga auristellae,Harms,21,8,,,971,NA,972,NA,489,,P,U,EN1_6
5046,Explornapo,29/1/2016,90°,140°,EN1,6,Chrysobalanaceae,Licania,arachnoidea,Licania arachnoidea,anshawe & Maguire,3.4,5,,,971,NA,972,NA,489,,P,U,EN1_6
5047,Explornapo,29/1/2016,90°,140°,EN1,6,Loganiaceae,Strychnos,guianensis,Strychnos guianensis, (Aubl.) Mart.,3.9,5,,,971,NA,972,NA,489,,P,U,EN1_6
5048,Explornapo,29/1/2016,90°,140°,EN1,6,Ebenaceae,Diospyros,egleri,Diospyros egleri,Pires & Cavalcante,4.8,4,,,971,NA,972,NA,489,,P,U,EN1_6
5049,Explornapo,29/1/2016,90°,140°,EN1,6,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,8.4,8,,,971,NA,972,NA,489,,P,U,EN1_6
5050,Explornapo,29/1/2016,90°,140°,EN1,6,Fabaceae,Swartzia,laevicarpa,Swartzia laevicarpa,Amshoff,4.8,4,,,971,NA,972,NA,489,,P,U,EN1_6
5051,Explornapo,29/1/2016,90°,140°,EN1,6,Fabaceae,Tachigali,macbridei,Tachigali macbridei,Zarucchi & Herend.,7.1,7,,,971,NA,972,NA,489,,P,U,EN1_6
5052,Explornapo,29/1/2016,90°,140°,EN1,6,Combretaceae,Buchenavia,sp. 1,Buchenavia sp. 1,,31.6,18,,,971,NA,972,NA,489,,P,U,EN1_6
5053,Explornapo,29/1/2016,90°,140°,EN1,6,Euphorbiaceae,Nealchornea,yapurensis,Nealchornea yapurensis,Huber,7.2,5,,,971,NA,972,NA,489,,P,U,EN1_6
5054,Explornapo,29/1/2016,90°,140°,EN1,6,Lauraceae,Ocotea,minutiflora,Ocotea minutiflora,O.C. Schmidt,3.4,4,,,971,NA,972,NA,489,,P,U,EN1_6
5055,Explornapo,29/1/2016,90°,140°,EN1,6,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,5.1,7,,,971,NA,972,NA,489,,P,U,EN1_6
5056,Explornapo,29/1/2016,90°,140°,EN1,6,Arecaceae,Astrocaryum,murumuru,Astrocaryum murumuru,Mart.,12.5,6,,,971,NA,972,NA,489,,P,U,EN1_6
5057,Explornapo,29/1/2016,90°,140°,EN1,6,Arecaceae,Oenocarpus,bataua,Oenocarpus bataua, Mart.,25,12,,,971,NA,972,NA,489,,P,U,EN1_6
5058,Explornapo,29/1/2016,80°,320°,EN1,5,Fabaceae,Stryphnodendron,polystachyum,Stryphnodendron polystachyum,(Miq.) Kleinhoonte,10.8,8,,,973,NA,974,NA,490,,P,U,EN1_5
5059,Explornapo,29/1/2016,80°,320°,EN1,5,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,6,7,,,973,NA,974,NA,490,,P,U,EN1_5
5060,Explornapo,29/1/2016,80°,320°,EN1,5,Euphorbiaceae,Conceveiba,rhytidocarpa,Conceveiba rhytidocarpa,Müll. Arg.,3,5,,,973,NA,974,NA,490,,P,U,EN1_5
5061,Explornapo,29/1/2016,80°,320°,EN1,5,Myristicaceae,Iryanthera,elliptica,Iryanthera elliptica,Ducke,4.3,4,,,973,NA,974,NA,490,,P,U,EN1_5
5062,Explornapo,29/1/2016,80°,320°,EN1,5,Sabiaceae,Ophiocaryon,heterophyllum,Ophiocaryon heterophyllum,(Benth.) Urb.,5.2,5,,,973,NA,974,NA,490,,P,U,EN1_5
5063,Explornapo,29/1/2016,80°,320°,EN1,5,Fabaceae,Macrolobium,bifolium,Macrolobium bifolium,Aubl.) Pers.,43.2,16,,,973,NA,974,NA,490,,P,U,EN1_5
5064,Explornapo,29/1/2016,80°,320°,EN1,5,Myristicaceae,Virola,elongata,Virola elongata,(Benth.) Warb.,3.5,4,,,973,NA,974,NA,490,,P,U,EN1_5
5065,Explornapo,29/1/2016,80°,320°,EN1,5,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,10.8,8,,,973,NA,974,NA,490,,P,U,EN1_5
5066,Explornapo,29/1/2016,80°,320°,EN1,5,Myristicaceae,Iryanthera,juruensis,Iryanthera juruensis,Warb.,5.1,4,,,973,NA,974,NA,490,,P,U,EN1_5
5067,Explornapo,29/1/2016,80°,320°,EN1,5,Sapotaceae,Pouteria,guianensis,Pouteria guianensis,Aubl.,9,9,,,973,NA,974,NA,490,,P,U,EN1_5
5068,Explornapo,29/1/2016,80°,320°,EN1,5,Moraceae,Sorocea,hirtella,Sorocea hirtella, Mildbr.,9.9,5,,,973,NA,974,NA,490,,P,U,EN1_5
5069,Explornapo,29/1/2016,80°,320°,EN1,5,Annonaceae,Klarobelia,lucida,Klarobelia lucida,(Diels) Chatrou,4.6,5,,,973,NA,974,NA,490,,P,U,EN1_5
5070,Explornapo,29/1/2016,80°,320°,EN1,5,Sabiaceae,Ophiocaryon,heterophyllum,Ophiocaryon heterophyllum,(Benth.) Urb.,12.3,9,,,973,NA,974,NA,490,,P,U,EN1_5
5071,Explornapo,29/1/2016,80°,320°,EN1,5,Lauraceae,Ocotea,bracteosa,Ocotea bracteosa,(Meisn.) Mez,19.7,13,,,973,NA,974,NA,490,,P,U,EN1_5
5072,Explornapo,29/1/2016,80°,320°,EN1,5,Fabaceae,Swartzia,laevicarpa,Swartzia laevicarpa,Amshoff,3.7,3,,,973,NA,974,NA,490,,P,U,EN1_5
5073,Explornapo,29/1/2016,80°,320°,EN1,5,Myristicaceae,Virola,multinervia,Virola multinervia,Ducke,5,5,,,973,NA,974,NA,490,,P,U,EN1_5
5074,Explornapo,29/1/2016,80°,320°,EN1,5,Primulaceae,Stylogyne,longifolia,Stylogyne longifolia,(Mart. ex Miq.) Mez ,3.2,3,,,973,NA,974,NA,490,,P,U,EN1_5
5075,Explornapo,29/1/2016,80°,320°,EN1,5,Sapotaceae,Micropholis,obscura,Micropholis obscura, T.D.Penn.,10.5,9,,,973,NA,974,NA,490,,P,U,EN1_5
5076,Explornapo,29/1/2016,80°,320°,EN1,5,Clusiaceae,Tovomita,krukovii,Tovomita krukovii,A.C.Sm.,3,3,,,973,NA,974,NA,490,,P,U,EN1_5
5077,Explornapo,29/1/2016,80°,320°,EN1,5,Myristicaceae,Iryanthera,juruensis,Iryanthera juruensis,Warb.,3.2,2,,,973,NA,974,NA,490,,P,U,EN1_5
5078,Explornapo,29/1/2016,80°,320°,EN1,5,Olacaceae,Heisteria,nitida,Heisteria nitida,Engl.,4.8,5,,,973,NA,974,NA,490,,P,U,EN1_5
5079,Explornapo,29/1/2016,280°,60°,EN1,4,Euphorbiaceae,Mabea,elata,Mabea elata,Steyerm.,3.8,5,,,975,NA,976,NA,491,,P,U,EN1_4
5080,Explornapo,29/1/2016,280°,60°,EN1,4,Meliaceae,Guarea,glabra,Guarea glabra,Vahl,4.9,9,,,975,NA,976,NA,491,,P,U,EN1_4
5081,Explornapo,29/1/2016,280°,60°,EN1,4,Euphorbiaceae,Mabea,acutissima,Mabea acutissima,Killip,3.8,3,,,975,NA,976,NA,491,,P,U,EN1_4
5082,Explornapo,29/1/2016,280°,60°,EN1,4,Primulaceae,Stylogyne,longifolia,Stylogyne longifolia,(Mart. ex Miq.) Mez ,18,10,,,975,NA,976,NA,491,,P,U,EN1_4
5083,Explornapo,29/1/2016,280°,60°,EN1,4,Lauraceae,Aniba,puchury-minor,Aniba puchury-minor,(Mart.) Mez,3.8,5,,,975,NA,976,NA,491,,P,U,EN1_4
5084,Explornapo,29/1/2016,280°,60°,EN1,4,Lecythidaceae,Grias,neuberthii,Grias neuberthii,J.F. Macbr.,7.5,7,,,975,NA,976,NA,491,,P,U,EN1_4
5085,Explornapo,29/1/2016,280°,60°,EN1,4,Sapotaceae,Pouteria,guianensis,Pouteria guianensis,Aubl.,9.4,8,,,975,NA,976,NA,491,,P,U,EN1_4
5086,Explornapo,29/1/2016,280°,60°,EN1,4,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,6.3,7,,,975,NA,976,NA,491,,P,U,EN1_4
5087,Explornapo,29/1/2016,280°,60°,EN1,4,Euphorbiaceae,Mabea,elata,Mabea elata,Steyerm.,15.8,12,,,975,NA,976,NA,491,,P,U,EN1_4
5088,Explornapo,29/1/2016,280°,60°,EN1,4,Lecythidaceae,Grias,neuberthii,Grias neuberthii,J.F. Macbr.,10.5,7,,,975,NA,976,NA,491,,P,U,EN1_4
5089,Explornapo,29/1/2016,280°,60°,EN1,4,Sapindaceae,Paullinia,imberbis,Paullinia imberbis,Radlk.,7.4,14,,,975,NA,976,NA,491,,P,U,EN1_4
5090,Explornapo,29/1/2016,280°,60°,EN1,4,Euphorbiaceae,Mabea,elata,Mabea elata,Steyerm.,27.8,13,,,975,NA,976,NA,491,,P,U,EN1_4
5091,Explornapo,29/1/2016,90°,170°,EN1,1,Myristicaceae,Iryanthera,juruensis,Iryanthera juruensis,Warb.,19.4,9,,,977,NA,978,NA,492,,P,U,EN1_1
5092,Explornapo,29/1/2016,90°,170°,EN1,1,Malvaceae,Theobroma,subincanum,Theobroma subincanum,Mart.,3,3,,,977,NA,978,NA,492,,P,U,EN1_1
5092,Explornapo,29/1/2016,90°,170°,EN1,1,Olacaceae,Minquartia,guianensis,Minquartia guianensis,Aubl.,4.2,6,,,977,NA,978,NA,492,,P,U,EN1_1
5093,Explornapo,29/1/2016,90°,170°,EN1,1,Myristicaceae,Iryanthera,juruensis,Iryanthera juruensis,Warb.,3.6,7,,,977,NA,978,NA,492,,P,U,EN1_1
5094,Explornapo,29/1/2016,90°,170°,EN1,1,Lecythidaceae,Eschweilera,gigantea,Eschweilera gigantea,(R. Knuth) J.F. Macbr.,35,16,,,977,NA,978,NA,492,,P,U,EN1_1
5095,Explornapo,29/1/2016,90°,170°,EN1,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,3.4,6,,,977,NA,978,NA,492,,P,U,EN1_1
5096,Explornapo,29/1/2016,90°,170°,EN1,1,Combretaceae,Buchenavia,amazonia,Buchenavia amazonia,Alwan & Stace,3.5,3,,,977,NA,978,NA,492,,P,U,EN1_1
5097,Explornapo,29/1/2016,90°,170°,EN1,1,Myristicaceae,Iryanthera,juruensis,Iryanthera juruensis,Warb.,3.4,3,,,977,NA,978,NA,492,,P,U,EN1_1
5098,Explornapo,29/1/2016,90°,170°,EN1,1,Sapotaceae,Ecclinusa,lanceolata,Ecclinusa lanceolata,(Mart. & Eichler) Pierre,5.3,5,,,977,NA,978,NA,492,,P,U,EN1_1
5099,Explornapo,29/1/2016,90°,170°,EN1,1,Euphorbiaceae,Hevea,guianensis,Hevea guianensis,Aubl.,27,12,,,977,NA,978,NA,492,,P,U,EN1_1
5100,Explornapo,29/1/2016,90°,170°,EN1,1,Fabaceae,Swartzia,cardiosperma,Swartzia cardiosperma,Spruce ex Benth.,3.5,2,,,977,NA,978,NA,492,,P,U,EN1_1
5101,Explornapo,29/1/2016,90°,170°,EN1,1,Malvaceae,Herrania,nycterodendron,Herrania nycterodendron,R.E. Schult.,4.3,7,,,977,NA,978,NA,492,,P,U,EN1_1
5102,Explornapo,29/1/2016,90°,170°,EN1,1,Sapindaceae,Talisia,cupularis,Talisia cupularis,Radlk.,4.1,5,,,977,NA,978,NA,492,,P,U,EN1_1
5103,Explornapo,29/1/2016,90°,170°,EN1,1,Myristicaceae,Virola,multinervia,Virola multinervia,Ducke,7.1,11,,,977,NA,978,NA,492,,P,U,EN1_1
5104,Explornapo,29/1/2016,90°,170°,EN1,1,Euphorbiaceae,Rhodothyrsus,macrophyllus,Rhodothyrsus macrophyllus,(Ducke) Esser,3.1,3,,,977,NA,978,NA,492,,P,U,EN1_1
5105,Explornapo,29/1/2016,90°,170°,EN1,1,Euphorbiaceae,Conceveiba,guianensis,Conceveiba guianensis,Aubl.,4.8,5,,,977,NA,978,NA,492,,P,U,EN1_1
5106,Explornapo,29/1/2016,90°,170°,EN1,1,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,20.5,12,,,977,NA,978,NA,492,,P,U,EN1_1
5107,Explornapo,29/1/2016,90°,170°,EN1,1,Sabiaceae,Ophiocaryon,heterophyllum,Ophiocaryon heterophyllum,(Benth.) Urb.,13.9,10,,,977,NA,978,NA,492,,P,U,EN1_1
5108,Explornapo,29/1/2016,90°,170°,EN1,1,Chrysobalanaceae,Licania,macrocarpa,Licania macrocarpa,Cuatrec.,4.3,7,,,977,NA,978,NA,492,,P,U,EN1_1
5109,Explornapo,29/1/2016,70°,90°,EN1,2,Meliaceae,Guarea,macrophylla,Guarea macrophylla,Vahl,11.4,5,,,979,NA,980,NA,493,,P,U,EN1_2
5110,Explornapo,29/1/2016,70°,90°,EN1,2,Myristicaceae,Iryanthera,juruensis,Iryanthera juruensis,Warb.,18,12,,,979,NA,980,NA,493,,P,U,EN1_2
5111,Explornapo,29/1/2016,70°,90°,EN1,2,Fabaceae,Macrolobium,limbatum,Macrolobium limbatum,Spruce ex Benth.,5.4,5,,,979,NA,980,NA,493,,P,U,EN1_2
5112,Explornapo,29/1/2016,70°,90°,EN1,2,Olacaceae,Dulacia,candida,Dulacia candida,(Poepp.) Kuntze,3,2.5,,,979,NA,980,NA,493,,P,U,EN1_2
5113,Explornapo,29/1/2016,70°,90°,EN1,2,Sapotaceae,Ecclinusa,lanceolata,Ecclinusa lanceolata,(Mart. & Eichler) Pierre,10.8,9,,,979,NA,980,NA,493,,P,U,EN1_2
5114,Explornapo,29/1/2016,70°,90°,EN1,2,Chrysobalanaceae,Licania,apetala,Licania apetala,E.Mey.) Fritsch,5.3,5,,,979,NA,980,NA,493,,P,U,EN1_2
5115,Explornapo,29/1/2016,70°,90°,EN1,2,Malvaceae,Apeiba,aspera,Apeiba aspera,Aubl.,8.4,7,,,979,NA,980,NA,493,,P,U,EN1_2
5116,Explornapo,29/1/2016,70°,90°,EN1,2,Meliaceae,Guarea,macrophylla,Guarea macrophylla,Vahl,7.4,6,,,979,NA,980,NA,493,,P,U,EN1_2
5117,Explornapo,29/1/2016,70°,90°,EN1,2,Myristicaceae,Iryanthera,juruensis,Iryanthera juruensis,Warb.,4.4,5,,,979,NA,980,NA,493,,P,U,EN1_2
5118,Explornapo,29/1/2016,70°,90°,EN1,2,Burseraceae,Protium,grandifolium,Protium grandifolium,Engl.,9.9,8,,,979,NA,980,NA,493,,P,U,EN1_2
5119,Explornapo,29/1/2016,70°,90°,EN1,2,Melastomataceae,Bellucia,pentamera,Bellucia pentamera,Naudin,7,7,,,979,NA,980,NA,493,,P,U,EN1_2
5120,Explornapo,29/1/2016,70°,90°,EN1,2,Burseraceae,Protium,ferrugineum,Protium ferrugineum,(Engl.) Engl.,3.4,4,,,979,NA,980,NA,493,,P,U,EN1_2
5121,Explornapo,29/1/2016,70°,90°,EN1,2,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,3.6,5,,,979,NA,980,NA,493,,P,U,EN1_2
5122,Explornapo,29/1/2016,70°,90°,EN1,2,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,6.9,6,,,979,NA,980,NA,493,,P,U,EN1_2
5123,Explornapo,29/1/2016,70°,90°,EN1,2,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,2.8,4,,,979,NA,980,NA,493,,P,U,EN1_2
5124,Explornapo,29/1/2016,70°,90°,EN1,2,Fabaceae,Inga,auristellae,Inga auristellae,Harms,2.9,3,,,979,NA,980,NA,493,,P,U,EN1_2
5125,Explornapo,29/1/2016,70°,90°,EN1,2,Fabaceae,Swartzia,polyphylla,Swartzia polyphylla,DC.,4.8,7,,,979,NA,980,NA,493,,P,U,EN1_2
5126,Explornapo,29/1/2016,70°,90°,EN1,2,Fabaceae,Parkia,nitida,Parkia nitida,Miq.,8.1,8,,,979,NA,980,NA,493,,P,U,EN1_2
5127,Explornapo,29/1/2016,70°,90°,EN1,2,Sapotaceae,Pouteria,sp. 2,Pouteria sp. 2,,28.8,14,,,979,NA,980,NA,493,,P,U,EN1_2
5128,Explornapo,29/1/2016,70°,90°,EN1,2,Myristicaceae,Iryanthera,tessmannii,Iryanthera tessmannii,Markgr.,14.6,9,,,979,NA,980,NA,493,,P,U,EN1_2
5129,Explornapo,29/1/2016,70°,90°,EN1,2,Sapindaceae,Paullinia,imberbis,Paullinia imberbis,Radlk.,3,4,,,979,NA,980,NA,493,,P,U,EN1_2
5130,Explornapo,29/1/2016,70°,90°,EN1,2,Fabaceae,Swartzia,racemosa,Swartzia racemosa,Benth.,3,2,,,979,NA,980,NA,493,,P,U,EN1_2
5131,Explornapo,29/1/2016,70°,90°,EN1,2,Elaeocarpaceae,Sloanea,floribunda,Sloanea floribunda,Spruce ex Benth.,3.2,2,,,979,NA,980,NA,493,,P,U,EN1_2
5132,Explornapo,29/1/2016,70°,90°,EN1,2,Rubiaceae,Ixora,graciliflora,Ixora graciliflora,Benth.,4.3,5,,,979,NA,980,NA,493,,P,U,EN1_2
5133,Explornapo,29/1/2016,240°,80°,EN1,3,Fabaceae,Pterocarpus,amazonicus,Pterocarpus amazonicus,Huber,3.6,5,,,981,NA,982,NA,494,,P,U,EN1_3
5134,Explornapo,29/1/2016,240°,80°,EN1,3,Sapotaceae,Pouteria,sp. 1,Pouteria sp. 1,,11.4,8,,,981,NA,982,NA,494,,P,U,EN1_3
5135,Explornapo,29/1/2016,240°,80°,EN1,3,Euphorbiaceae,Conceveiba,rhytidocarpa,Conceveiba rhytidocarpa,Müll. Arg.,18.5,11,,,981,NA,982,NA,494,,P,U,EN1_3
5136,Explornapo,29/1/2016,240°,80°,EN1,3,Myristicaceae,Virola,pavonis,Virola pavonis,(A.DC.) A.C.Sm.,3.6,5,,,981,NA,982,NA,494,,P,U,EN1_3
5137,Explornapo,29/1/2016,240°,80°,EN1,3,Chrysobalanaceae,Licania,guianensis,Licania guianensis, (Aubl.) Kuntze,3.2,3,,,981,NA,982,NA,494,,P,U,EN1_3
5138,Explornapo,29/1/2016,240°,80°,EN1,3,Arecaceae,Oenocarpus,mapora,Oenocarpus mapora,H. Karst.,8.5,7.5,,,981,NA,982,NA,494,,P,U,EN1_3
5139,Explornapo,29/1/2016,240°,80°,EN1,3,Fabaceae,Parkia,nitida,Parkia nitida,Miq.,10.2,8,,,981,NA,982,NA,494,,P,U,EN1_3
5140,Explornapo,29/1/2016,240°,80°,EN1,3,Myristicaceae,Virola,pavonis,Virola pavonis,(A.DC.) A.C.Sm.,10.5,10,,,981,NA,982,NA,494,,P,U,EN1_3
5141,Explornapo,29/1/2016,240°,80°,EN1,3,Sapotaceae,Pouteria,platyphylla,Pouteria platyphylla,(A.C.Sm.) Baehni,3.2,4,,,981,NA,982,NA,494,,P,U,EN1_3
5142,Explornapo,29/1/2016,240°,80°,EN1,3,Fabaceae,Parkia,nitida,Parkia nitida,Miq.,5,2,,,981,NA,982,NA,494,,P,U,EN1_3
5143,Explornapo,29/1/2016,240°,80°,EN1,3,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,9.9,8,,,981,NA,982,NA,494,,P,U,EN1_3
5144,Explornapo,29/1/2016,240°,80°,EN1,3,Olacaceae,Minquartia,guianensis,Minquartia guianensis,Aubl.,2.9,6,,,981,NA,982,NA,494,,P,U,EN1_3
5145,Explornapo,29/1/2016,240°,80°,EN1,3,Lecythidaceae,Eschweilera,tessmannii,Eschweilera tessmannii,R. Knuth,15.2,14,,,981,NA,982,NA,494,,P,U,EN1_3
5146,Explornapo,29/1/2016,240°,80°,EN1,3,Chrysobalanaceae,Licania,apetala,Licania apetala,E.Mey.) Fritsch,2.8,2,,,981,NA,982,NA,494,,P,U,EN1_3
5147,Explornapo,29/1/2016,240°,80°,EN1,3,Myrtaceae,Eugenia,sp. 3,Eugenia sp. 3,,16,15,,,981,NA,982,NA,494,,P,U,EN1_3
5148,Explornapo,29/1/2016,240°,80°,EN1,3,Salicaceae,Casearia,javitensis,Casearia javitensis,Kunth,9.6,10,,,981,NA,982,NA,494,,P,U,EN1_3
5149,Explornapo,30/1/2016,40°,222°,EN3,6,Bignoniaceae,Jacaranda,obtusifolia,Jacaranda obtusifolia,Bonpl.,3.7,5,,,984,NA,983,NA,495,,P,U,EN3_6
5150,Explornapo,30/1/2016,40°,222°,EN3,6,Myristicaceae,Virola,elongata,Virola elongata,(Benth.) Warb.,5.8,2,,,984,NA,983,NA,495,,P,U,EN3_6
5151,Explornapo,30/1/2016,40°,222°,EN3,6,Salicaceae,Tetrathylacium,macrophyllum,Tetrathylacium macrophyllum, Poepp.,3.7,6,,,984,NA,983,NA,495,,P,U,EN3_6
5152,Explornapo,30/1/2016,40°,222°,EN3,6,Annonaceae,Guatteria,boliviana,Guatteria boliviana,H.J.P.Winkl.,3.6,7,,,984,NA,983,NA,495,,P,U,EN3_6
5153,Explornapo,30/1/2016,40°,222°,EN3,6,Caryocaraceae,Caryocar,glabrum,Caryocar glabrum,(Aubl.) Pers.,4.7,7,,,984,NA,983,NA,495,,P,U,EN3_6
5154,Explornapo,30/1/2016,40°,222°,EN3,6,Nyctaginaceae,Neea,spruceana,Neea spruceana,Heimerl,30,18,,,984,NA,983,NA,495,,P,U,EN3_6
5155,Explornapo,30/1/2016,40°,222°,EN3,6,Arecaceae,Euterpe,precatoria,Euterpe precatoria, Mart.,12.7,9,,,984,NA,983,NA,495,,P,U,EN3_6
5156,Explornapo,30/1/2016,40°,222°,EN3,6,Sapotaceae,Pouteria,sp. 2,Pouteria sp. 2,,7.5,8,,,984,NA,983,NA,495,,P,U,EN3_6
5157,Explornapo,30/1/2016,40°,222°,EN3,6,Arecaceae,Socratea,exorrhiza,Socratea exorrhiza,(Mart.) H. Wendl.,13,14,,,984,NA,983,NA,495,,P,U,EN3_6
